run,label,chamber,category,n,frac
pareto_e2b_base/seed_1213,Gemma-E2B,ch1,question,13,0.0146
pareto_e2b_base/seed_1213,Gemma-E2B,ch2,status_report,452,0.5825
pareto_e2b_base/seed_1213,Gemma-E2B,ch2,commitment,16,0.0206
pareto_e2b_base/seed_1213,Gemma-E2B,ch2,question,5,0.0064
pareto_e2b_base/seed_1213,Gemma-E2B,?,status_report,116,0.5297
pareto_e2b_base/seed_1213,Gemma-E2B,?,commitment,1,0.0046
pareto_e2b_base/seed_1213,Gemma-E2B,?,request,1,0.0046
pareto_e2b_base/seed_1213,Gemma-E2B,?,question,2,0.0091
pareto_e2b_base/seed_1213,Gemma-E2B,ch3,status_report,549,0.6148
pareto_e2b_base/seed_1213,Gemma-E2B,ch3,directive,3,0.0034
pareto_e2b_base/seed_1213,Gemma-E2B,ch3,commitment,7,0.0078
pareto_e2b_base/seed_1213,Gemma-E2B,ch3,question,14,0.0157
pareto_e2b_base/seed_1213,Gemma-E2B,ch3,request,4,0.0045
pareto_e2b_base/seed_1213,Gemma-E2B,ch4,status_report,418,0.5291
pareto_e2b_base/seed_1213,Gemma-E2B,ch4,request,2,0.0025
pareto_e2b_base/seed_1213,Gemma-E2B,ch4,commitment,3,0.0038
pareto_e2b_base/seed_1213,Gemma-E2B,ch4,question,12,0.0152
pareto_e2b_base/seed_1213,Gemma-E2B,ch5,status_report,12,0.4
pareto_e2b_base/seed_1213,Gemma-E2B,ch5,commitment,1,0.0333
pareto_e2b_base/seed_123,Gemma-E2B,ch1,status_report,532,0.5971
pareto_e2b_base/seed_123,Gemma-E2B,ch1,question,15,0.0168
pareto_e2b_base/seed_123,Gemma-E2B,ch1,request,1,0.0011
pareto_e2b_base/seed_123,Gemma-E2B,ch1,commitment,14,0.0157
pareto_e2b_base/seed_123,Gemma-E2B,ch2,status_report,426,0.562
pareto_e2b_base/seed_123,Gemma-E2B,ch2,question,9,0.0119
pareto_e2b_base/seed_123,Gemma-E2B,ch2,commitment,5,0.0066
pareto_e2b_base/seed_123,Gemma-E2B,?,status_report,278,0.6619
pareto_e2b_base/seed_123,Gemma-E2B,?,question,3,0.0071
pareto_e2b_base/seed_123,Gemma-E2B,?,commitment,1,0.0024
pareto_e2b_base/seed_123,Gemma-E2B,?,request,1,0.0024
pareto_e2b_base/seed_123,Gemma-E2B,?,directive,1,0.0024
pareto_e2b_base/seed_123,Gemma-E2B,ch3,status_report,543,0.6033
pareto_e2b_base/seed_123,Gemma-E2B,ch3,question,13,0.0144
pareto_e2b_base/seed_123,Gemma-E2B,ch3,commitment,7,0.0078
pareto_e2b_base/seed_123,Gemma-E2B,ch3,request,1,0.0011
pareto_e2b_base/seed_123,Gemma-E2B,ch4,status_report,467,0.6898
pareto_e2b_base/seed_123,Gemma-E2B,ch4,question,6,0.0089
pareto_e2b_base/seed_123,Gemma-E2B,ch4,commitment,2,0.003
pareto_e2b_base/seed_123,Gemma-E2B,ch5,status_report,568,0.686
pareto_e2b_base/seed_123,Gemma-E2B,ch5,commitment,7,0.0085
pareto_e2b_base/seed_123,Gemma-E2B,ch5,acknowledgment,1,0.0012
pareto_e2b_base/seed_123,Gemma-E2B,ch5,question,11,0.0133
pareto_e2b_base/seed_42,Gemma-E2B,ch1,status_report,505,0.6433
pareto_e2b_base/seed_42,Gemma-E2B,ch1,commitment,10,0.0127
pareto_e2b_base/seed_42,Gemma-E2B,ch1,question,12,0.0153
pareto_e2b_base/seed_42,Gemma-E2B,ch2,status_report,350,0.4593
pareto_e2b_base/seed_42,Gemma-E2B,ch2,request,6,0.0079
pareto_e2b_base/seed_42,Gemma-E2B,ch2,question,12,0.0157
pareto_e2b_base/seed_42,Gemma-E2B,ch2,commitment,3,0.0039
pareto_e2b_base/seed_42,Gemma-E2B,?,status_report,294,0.61
pareto_e2b_base/seed_42,Gemma-E2B,?,question,14,0.029
pareto_e2b_base/seed_42,Gemma-E2B,?,request,3,0.0062
pareto_e2b_base/seed_42,Gemma-E2B,?,commitment,1,0.0021
pareto_e2b_base/seed_42,Gemma-E2B,ch3,status_report,528,0.5913
pareto_e2b_base/seed_42,Gemma-E2B,ch3,commitment,11,0.0123
pareto_e2b_base/seed_42,Gemma-E2B,ch3,question,11,0.0123
pareto_e2b_base/seed_42,Gemma-E2B,ch3,request,4,0.0045
pareto_e2b_base/seed_42,Gemma-E2B,ch4,status_report,345,0.5283
pareto_e2b_base/seed_42,Gemma-E2B,ch4,question,12,0.0184
pareto_e2b_base/seed_42,Gemma-E2B,ch4,commitment,5,0.0077
pareto_e2b_base/seed_42,Gemma-E2B,ch4,request,1,0.0015
pareto_e2b_base/seed_42,Gemma-E2B,ch5,status_report,42,0.6
pareto_e2b_base/seed_42,Gemma-E2B,ch5,question,1,0.0143
pareto_e2b_base/seed_456,Gemma-E2B,ch1,status_report,508,0.5832
pareto_e2b_base/seed_456,Gemma-E2B,ch1,question,10,0.0115
pareto_e2b_base/seed_456,Gemma-E2B,ch1,commitment,26,0.0299
pareto_e2b_base/seed_456,Gemma-E2B,ch1,request,1,0.0011
pareto_e2b_base/seed_456,Gemma-E2B,ch2,status_report,445,0.6096
pareto_e2b_base/seed_456,Gemma-E2B,ch2,question,16,0.0219
pareto_e2b_base/seed_456,Gemma-E2B,ch2,commitment,11,0.0151
pareto_e2b_base/seed_456,Gemma-E2B,ch2,request,1,0.0014
pareto_e2b_base/seed_456,Gemma-E2B,?,status_report,235,0.5402
pareto_e2b_base/seed_456,Gemma-E2B,?,question,5,0.0115
pareto_e2b_base/seed_456,Gemma-E2B,?,commitment,3,0.0069
pareto_e2b_base/seed_456,Gemma-E2B,?,acknowledgment,1,0.0023
pareto_e2b_base/seed_456,Gemma-E2B,ch3,status_report,428,0.4777
pareto_e2b_base/seed_456,Gemma-E2B,ch3,commitment,5,0.0056
pareto_e2b_base/seed_456,Gemma-E2B,ch3,question,25,0.0279
pareto_e2b_base/seed_456,Gemma-E2B,ch3,request,4,0.0045
pareto_e2b_base/seed_456,Gemma-E2B,ch3,acknowledgment,1,0.0011
pareto_e2b_base/seed_456,Gemma-E2B,ch4,status_report,316,0.4914
pareto_e2b_base/seed_456,Gemma-E2B,ch4,commitment,4,0.0062
pareto_e2b_base/seed_456,Gemma-E2B,ch4,question,3,0.0047
pareto_e2b_base/seed_456,Gemma-E2B,ch4,request,2,0.0031
pareto_e2b_base/seed_456,Gemma-E2B,ch5,status_report,63,0.4599
pareto_e2b_base/seed_456,Gemma-E2B,ch5,commitment,1,0.0073
pareto_e2b_base/seed_789,Gemma-E2B,ch1,status_report,498,0.6194
pareto_e2b_base/seed_789,Gemma-E2B,ch1,commitment,7,0.0087
pareto_e2b_base/seed_789,Gemma-E2B,ch1,question,9,0.0112
pareto_e2b_base/seed_789,Gemma-E2B,ch1,request,1,0.0012
pareto_e2b_base/seed_789,Gemma-E2B,ch2,status_report,416,0.5835
pareto_e2b_base/seed_789,Gemma-E2B,ch2,commitment,10,0.014
pareto_e2b_base/seed_789,Gemma-E2B,ch2,question,9,0.0126
pareto_e2b_base/seed_789,Gemma-E2B,?,status_report,250,0.4274
pareto_e2b_base/seed_789,Gemma-E2B,?,question,9,0.0154
pareto_e2b_base/seed_789,Gemma-E2B,?,request,3,0.0051
pareto_e2b_base/seed_789,Gemma-E2B,?,commitment,3,0.0051
pareto_e2b_base/seed_789,Gemma-E2B,ch3,request,4,0.0045
pareto_e2b_base/seed_789,Gemma-E2B,ch3,question,20,0.0225
pareto_e2b_base/seed_789,Gemma-E2B,ch3,status_report,546,0.6142
pareto_e2b_base/seed_789,Gemma-E2B,ch3,commitment,5,0.0056
pareto_e2b_base/seed_789,Gemma-E2B,ch4,request,2,0.0034
pareto_e2b_base/seed_789,Gemma-E2B,ch4,status_report,326,0.5582
pareto_e2b_base/seed_789,Gemma-E2B,ch4,question,9,0.0154
pareto_e2b_base/seed_789,Gemma-E2B,ch4,commitment,4,0.0068
pareto_e2b_base/seed_789,Gemma-E2B,ch5,status_report,18,0.375
pareto_e2b_hebbian/seed_1011,Gemma-E2B+Heb,ch1,status_report,536,0.5989
pareto_e2b_hebbian/seed_1011,Gemma-E2B+Heb,ch1,question,19,0.0212
pareto_e2b_hebbian/seed_1011,Gemma-E2B+Heb,ch1,request,3,0.0034
pareto_e2b_hebbian/seed_1011,Gemma-E2B+Heb,ch1,commitment,14,0.0156
pareto_e2b_hebbian/seed_1011,Gemma-E2B+Heb,ch2,status_report,309,0.4747
pareto_e2b_hebbian/seed_1011,Gemma-E2B+Heb,ch2,question,9,0.0138
pareto_e2b_hebbian/seed_1011,Gemma-E2B+Heb,ch2,commitment,4,0.0061
pareto_e2b_hebbian/seed_1011,Gemma-E2B+Heb,ch2,acknowledgment,1,0.0015
pareto_e2b_hebbian/seed_1011,Gemma-E2B+Heb,ch2,directive,1,0.0015
pareto_e2b_hebbian/seed_1011,Gemma-E2B+Heb,?,status_report,233,0.5457
pareto_e2b_hebbian/seed_1011,Gemma-E2B+Heb,?,question,12,0.0281
pareto_e2b_hebbian/seed_1011,Gemma-E2B+Heb,?,request,1,0.0023
pareto_e2b_hebbian/seed_1011,Gemma-E2B+Heb,ch3,status_report,572,0.6537
pareto_e2b_hebbian/seed_1011,Gemma-E2B+Heb,ch3,question,19,0.0217
pareto_e2b_hebbian/seed_1011,Gemma-E2B+Heb,ch3,request,1,0.0011
pareto_e2b_hebbian/seed_1011,Gemma-E2B+Heb,ch3,commitment,5,0.0057
pareto_e2b_hebbian/seed_1011,Gemma-E2B+Heb,ch4,status_report,345,0.4839
pareto_e2b_hebbian/seed_1011,Gemma-E2B+Heb,ch4,commitment,2,0.0028
pareto_e2b_hebbian/seed_1011,Gemma-E2B+Heb,ch4,question,11,0.0154
pareto_e2b_hebbian/seed_1011,Gemma-E2B+Heb,ch5,status_report,17,0.5312
pareto_e2b_hebbian/seed_1213,Gemma-E2B+Heb,ch1,status_report,509,0.5403
pareto_e2b_hebbian/seed_1213,Gemma-E2B+Heb,ch1,question,14,0.0149
pareto_e2b_hebbian/seed_1213,Gemma-E2B+Heb,ch1,commitment,5,0.0053
pareto_e2b_hebbian/seed_1213,Gemma-E2B+Heb,ch1,request,2,0.0021
pareto_e2b_hebbian/seed_1213,Gemma-E2B+Heb,ch2,status_report,397,0.556
pareto_e2b_hebbian/seed_1213,Gemma-E2B+Heb,ch2,commitment,10,0.014
pareto_e2b_hebbian/seed_1213,Gemma-E2B+Heb,ch2,request,2,0.0028
pareto_e2b_hebbian/seed_1213,Gemma-E2B+Heb,ch2,directive,1,0.0014
pareto_e2b_hebbian/seed_1213,Gemma-E2B+Heb,ch2,question,13,0.0182
pareto_e2b_hebbian/seed_1213,Gemma-E2B+Heb,?,status_report,180,0.5056
pareto_e2b_hebbian/seed_1213,Gemma-E2B+Heb,?,commitment,3,0.0084
pareto_e2b_hebbian/seed_1213,Gemma-E2B+Heb,?,question,3,0.0084
pareto_e2b_hebbian/seed_1213,Gemma-E2B+Heb,ch3,status_report,566,0.6417
pareto_e2b_hebbian/seed_1213,Gemma-E2B+Heb,ch3,question,27,0.0306
pareto_e2b_hebbian/seed_1213,Gemma-E2B+Heb,ch3,commitment,9,0.0102
pareto_e2b_hebbian/seed_1213,Gemma-E2B+Heb,ch3,request,3,0.0034
pareto_e2b_hebbian/seed_1213,Gemma-E2B+Heb,ch3,directive,1,0.0011
pareto_e2b_hebbian/seed_1213,Gemma-E2B+Heb,ch4,status_report,389,0.585
pareto_e2b_hebbian/seed_1213,Gemma-E2B+Heb,ch4,commitment,7,0.0105
pareto_e2b_hebbian/seed_1213,Gemma-E2B+Heb,ch4,question,8,0.012
pareto_e2b_hebbian/seed_1213,Gemma-E2B+Heb,ch4,request,1,0.0015
pareto_e2b_hebbian/seed_1213,Gemma-E2B+Heb,ch5,status_report,18,0.5455
pareto_e2b_hebbian/seed_1213,Gemma-E2B+Heb,ch5,question,1,0.0303
pareto_e2b_hebbian/seed_123,Gemma-E2B+Heb,ch1,status_report,569,0.6408
pareto_e2b_hebbian/seed_123,Gemma-E2B+Heb,ch1,question,14,0.0158
pareto_e2b_hebbian/seed_123,Gemma-E2B+Heb,ch1,commitment,37,0.0417
pareto_e2b_hebbian/seed_123,Gemma-E2B+Heb,ch1,request,1,0.0011
pareto_e2b_hebbian/seed_123,Gemma-E2B+Heb,ch2,status_report,429,0.5682
pareto_e2b_hebbian/seed_123,Gemma-E2B+Heb,ch2,question,10,0.0132
pareto_e2b_hebbian/seed_123,Gemma-E2B+Heb,ch2,commitment,11,0.0146
pareto_e2b_hebbian/seed_123,Gemma-E2B+Heb,?,status_report,282,0.638
pareto_e2b_hebbian/seed_123,Gemma-E2B+Heb,?,commitment,2,0.0045
pareto_e2b_hebbian/seed_123,Gemma-E2B+Heb,?,question,2,0.0045
pareto_e2b_hebbian/seed_123,Gemma-E2B+Heb,?,request,1,0.0023
pareto_e2b_hebbian/seed_123,Gemma-E2B+Heb,ch3,status_report,557,0.6294
pareto_e2b_hebbian/seed_123,Gemma-E2B+Heb,ch3,commitment,11,0.0124
pareto_e2b_hebbian/seed_123,Gemma-E2B+Heb,ch3,question,29,0.0328
pareto_e2b_hebbian/seed_123,Gemma-E2B+Heb,ch3,request,3,0.0034
pareto_e2b_hebbian/seed_123,Gemma-E2B+Heb,ch4,question,17,0.0271
pareto_e2b_hebbian/seed_123,Gemma-E2B+Heb,ch4,status_report,433,0.6895
pareto_e2b_hebbian/seed_123,Gemma-E2B+Heb,ch4,commitment,2,0.0032
pareto_e2b_hebbian/seed_123,Gemma-E2B+Heb,ch5,status_report,434,0.5764
pareto_e2b_hebbian/seed_123,Gemma-E2B+Heb,ch5,question,14,0.0186
pareto_e2b_hebbian/seed_123,Gemma-E2B+Heb,ch5,commitment,8,0.0106
pareto_e2b_hebbian/seed_42,Gemma-E2B+Heb,ch1,status_report,483,0.6355
pareto_e2b_hebbian/seed_42,Gemma-E2B+Heb,ch1,question,13,0.0171
pareto_e2b_hebbian/seed_42,Gemma-E2B+Heb,ch1,commitment,6,0.0079
pareto_e2b_hebbian/seed_42,Gemma-E2B+Heb,ch1,request,3,0.0039
pareto_e2b_hebbian/seed_42,Gemma-E2B+Heb,ch2,status_report,392,0.4706
pareto_e2b_hebbian/seed_42,Gemma-E2B+Heb,ch2,question,15,0.018
pareto_e2b_hebbian/seed_42,Gemma-E2B+Heb,ch2,request,5,0.006
pareto_e2b_hebbian/seed_42,Gemma-E2B+Heb,ch2,commitment,12,0.0144
pareto_e2b_hebbian/seed_42,Gemma-E2B+Heb,ch2,acknowledgment,1,0.0012
pareto_e2b_hebbian/seed_42,Gemma-E2B+Heb,?,question,7,0.0128
pareto_e2b_hebbian/seed_42,Gemma-E2B+Heb,?,acknowledgment,1,0.0018
pareto_e2b_hebbian/seed_42,Gemma-E2B+Heb,?,status_report,266,0.4872
pareto_e2b_hebbian/seed_42,Gemma-E2B+Heb,?,commitment,8,0.0147
pareto_e2b_hebbian/seed_42,Gemma-E2B+Heb,?,request,2,0.0037
pareto_e2b_hebbian/seed_42,Gemma-E2B+Heb,ch3,status_report,470,0.5311
pareto_e2b_hebbian/seed_42,Gemma-E2B+Heb,ch3,question,21,0.0237
pareto_e2b_hebbian/seed_42,Gemma-E2B+Heb,ch3,commitment,3,0.0034
pareto_e2b_hebbian/seed_42,Gemma-E2B+Heb,ch3,request,6,0.0068
pareto_e2b_hebbian/seed_42,Gemma-E2B+Heb,ch3,directive,2,0.0023
pareto_e2b_hebbian/seed_42,Gemma-E2B+Heb,ch4,status_report,203,0.3801
pareto_e2b_hebbian/seed_42,Gemma-E2B+Heb,ch4,question,8,0.015
pareto_e2b_hebbian/seed_42,Gemma-E2B+Heb,ch4,commitment,6,0.0112
pareto_e2b_hebbian/seed_42,Gemma-E2B+Heb,ch5,status_report,16,0.3721
pareto_e2b_hebbian/seed_456,Gemma-E2B+Heb,ch1,status_report,660,0.7449
pareto_e2b_hebbian/seed_456,Gemma-E2B+Heb,ch1,request,3,0.0034
pareto_e2b_hebbian/seed_456,Gemma-E2B+Heb,ch1,question,14,0.0158
pareto_e2b_hebbian/seed_456,Gemma-E2B+Heb,ch1,commitment,71,0.0801
pareto_e2b_hebbian/seed_456,Gemma-E2B+Heb,ch2,status_report,323,0.4365
pareto_e2b_hebbian/seed_456,Gemma-E2B+Heb,ch2,commitment,7,0.0095
pareto_e2b_hebbian/seed_456,Gemma-E2B+Heb,ch2,question,8,0.0108
pareto_e2b_hebbian/seed_456,Gemma-E2B+Heb,ch2,request,1,0.0014
pareto_e2b_hebbian/seed_456,Gemma-E2B+Heb,?,status_report,209,0.5251
pareto_e2b_hebbian/seed_456,Gemma-E2B+Heb,?,commitment,2,0.005
pareto_e2b_hebbian/seed_456,Gemma-E2B+Heb,?,request,2,0.005
pareto_e2b_hebbian/seed_456,Gemma-E2B+Heb,?,question,6,0.0151
pareto_e2b_hebbian/seed_456,Gemma-E2B+Heb,ch3,status_report,587,0.661
pareto_e2b_hebbian/seed_456,Gemma-E2B+Heb,ch3,commitment,13,0.0146
pareto_e2b_hebbian/seed_456,Gemma-E2B+Heb,ch3,request,1,0.0011
pareto_e2b_hebbian/seed_456,Gemma-E2B+Heb,ch3,directive,1,0.0011
pareto_e2b_hebbian/seed_456,Gemma-E2B+Heb,ch3,question,24,0.027
pareto_e2b_hebbian/seed_456,Gemma-E2B+Heb,ch4,status_report,454,0.6868
pareto_e2b_hebbian/seed_456,Gemma-E2B+Heb,ch4,commitment,5,0.0076
pareto_e2b_hebbian/seed_456,Gemma-E2B+Heb,ch4,question,9,0.0136
pareto_e2b_hebbian/seed_456,Gemma-E2B+Heb,ch5,status_report,32,0.5246
pareto_e2b_hebbian/seed_456,Gemma-E2B+Heb,ch5,request,1,0.0164
pareto_e2b_hebbian/seed_456,Gemma-E2B+Heb,ch5,question,2,0.0328
pareto_e2b_hebbian/seed_789,Gemma-E2B+Heb,ch1,status_report,401,0.5508
pareto_e2b_hebbian/seed_789,Gemma-E2B+Heb,ch1,commitment,7,0.0096
pareto_e2b_hebbian/seed_789,Gemma-E2B+Heb,ch1,question,9,0.0124
pareto_e2b_hebbian/seed_789,Gemma-E2B+Heb,ch1,acknowledgment,1,0.0014
pareto_e2b_hebbian/seed_789,Gemma-E2B+Heb,ch2,status_report,444,0.5023
pareto_e2b_hebbian/seed_789,Gemma-E2B+Heb,ch2,question,14,0.0158
pareto_e2b_hebbian/seed_789,Gemma-E2B+Heb,ch2,commitment,15,0.017
pareto_e2b_hebbian/seed_789,Gemma-E2B+Heb,ch2,directive,1,0.0011
pareto_e2b_hebbian/seed_789,Gemma-E2B+Heb,ch2,request,1,0.0011
pareto_e2b_hebbian/seed_789,Gemma-E2B+Heb,?,status_report,159,0.5016
pareto_e2b_hebbian/seed_789,Gemma-E2B+Heb,?,question,5,0.0158
pareto_e2b_hebbian/seed_789,Gemma-E2B+Heb,?,directive,2,0.0063
pareto_e2b_hebbian/seed_789,Gemma-E2B+Heb,?,commitment,1,0.0032
pareto_e2b_hebbian/seed_789,Gemma-E2B+Heb,ch3,status_report,463,0.522
pareto_e2b_hebbian/seed_789,Gemma-E2B+Heb,ch3,commitment,19,0.0214
pareto_e2b_hebbian/seed_789,Gemma-E2B+Heb,ch3,question,14,0.0158
pareto_e2b_hebbian/seed_789,Gemma-E2B+Heb,ch3,directive,1,0.0011
pareto_e2b_hebbian/seed_789,Gemma-E2B+Heb,ch3,request,1,0.0011
pareto_e2b_hebbian/seed_789,Gemma-E2B+Heb,ch4,status_report,401,0.5325
pareto_e2b_hebbian/seed_789,Gemma-E2B+Heb,ch4,commitment,9,0.012
pareto_e2b_hebbian/seed_789,Gemma-E2B+Heb,ch4,question,16,0.0212
pareto_e2b_hebbian/seed_789,Gemma-E2B+Heb,ch5,status_report,14,0.5
pareto_e2b_hebbian/seed_789,Gemma-E2B+Heb,ch5,question,1,0.0357
pareto_12b_base/seed_1011,Gemma-12B,ch1,commitment,32,0.037
pareto_12b_base/seed_1011,Gemma-12B,ch1,status_report,328,0.3796
pareto_12b_base/seed_1011,Gemma-12B,ch1,acknowledgment,3,0.0035
pareto_12b_base/seed_1011,Gemma-12B,ch1,question,4,0.0046
pareto_12b_base/seed_1011,Gemma-12B,ch1,request,1,0.0012
pareto_12b_base/seed_1011,Gemma-12B,ch2,status_report,176,0.2353
pareto_12b_base/seed_1011,Gemma-12B,ch2,commitment,18,0.0241
pareto_12b_base/seed_1011,Gemma-12B,ch2,question,28,0.0374
pareto_12b_base/seed_1011,Gemma-12B,ch2,acknowledgment,2,0.0027
pareto_12b_base/seed_1011,Gemma-12B,ch2,request,12,0.016
pareto_12b_base/seed_1011,Gemma-12B,?,status_report,50,0.1667
pareto_12b_base/seed_1011,Gemma-12B,?,request,1,0.0033
pareto_12b_base/seed_1011,Gemma-12B,?,question,1,0.0033
pareto_12b_base/seed_1011,Gemma-12B,ch3,commitment,20,0.0229
pareto_12b_base/seed_1011,Gemma-12B,ch3,status_report,214,0.2449
pareto_12b_base/seed_1011,Gemma-12B,ch3,request,59,0.0675
pareto_12b_base/seed_1011,Gemma-12B,ch3,question,8,0.0092
pareto_12b_base/seed_1011,Gemma-12B,ch3,acknowledgment,2,0.0023
pareto_12b_base/seed_1011,Gemma-12B,ch4,status_report,280,0.3723
pareto_12b_base/seed_1011,Gemma-12B,ch4,commitment,39,0.0519
pareto_12b_base/seed_1011,Gemma-12B,ch4,request,1,0.0013
pareto_12b_base/seed_1011,Gemma-12B,ch4,question,6,0.008
pareto_12b_base/seed_1011,Gemma-12B,ch4,acknowledgment,5,0.0066
pareto_12b_base/seed_1011,Gemma-12B,ch5,status_report,5,0.2381
pareto_12b_base/seed_1011,Gemma-12B,ch5,acknowledgment,1,0.0476
pareto_12b_base/seed_1213,Gemma-12B,ch1,status_report,202,0.2869
pareto_12b_base/seed_1213,Gemma-12B,ch1,commitment,25,0.0355
pareto_12b_base/seed_1213,Gemma-12B,ch1,question,1,0.0014
pareto_12b_base/seed_1213,Gemma-12B,?,commitment,6,0.0309
pareto_12b_base/seed_1213,Gemma-12B,?,status_report,48,0.2474
pareto_12b_base/seed_1213,Gemma-12B,?,question,4,0.0206
pareto_12b_base/seed_1213,Gemma-12B,ch2,request,13,0.0138
pareto_12b_base/seed_1213,Gemma-12B,ch2,question,16,0.0169
pareto_12b_base/seed_1213,Gemma-12B,ch2,status_report,176,0.1862
pareto_12b_base/seed_1213,Gemma-12B,ch2,commitment,31,0.0328
pareto_12b_base/seed_1213,Gemma-12B,ch2,acknowledgment,6,0.0063
pareto_12b_base/seed_1213,Gemma-12B,ch3,status_report,392,0.449
pareto_12b_base/seed_1213,Gemma-12B,ch3,commitment,19,0.0218
pareto_12b_base/seed_1213,Gemma-12B,ch3,question,8,0.0092
pareto_12b_base/seed_1213,Gemma-12B,ch3,request,11,0.0126
pareto_12b_base/seed_1213,Gemma-12B,ch3,acknowledgment,1,0.0011
pareto_12b_base/seed_1213,Gemma-12B,ch4,status_report,349,0.4503
pareto_12b_base/seed_1213,Gemma-12B,ch4,commitment,65,0.0839
pareto_12b_base/seed_1213,Gemma-12B,ch4,acknowledgment,3,0.0039
pareto_12b_base/seed_1213,Gemma-12B,ch4,question,6,0.0077
pareto_12b_base/seed_1213,Gemma-12B,ch4,request,1,0.0013
pareto_12b_base/seed_1213,Gemma-12B,ch5,status_report,18,0.1915
pareto_12b_base/seed_1213,Gemma-12B,ch5,question,6,0.0638
pareto_12b_base/seed_1213,Gemma-12B,ch5,commitment,2,0.0213
pareto_12b_base/seed_1213,Gemma-12B,ch5,acknowledgment,1,0.0106
pareto_12b_base/seed_123,Gemma-12B,ch1,status_report,241,0.302
pareto_12b_base/seed_123,Gemma-12B,ch1,commitment,14,0.0175
pareto_12b_base/seed_123,Gemma-12B,ch1,question,1,0.0013
pareto_12b_base/seed_123,Gemma-12B,ch2,status_report,225,0.256
pareto_12b_base/seed_123,Gemma-12B,ch2,request,20,0.0228
pareto_12b_base/seed_123,Gemma-12B,ch2,acknowledgment,5,0.0057
pareto_12b_base/seed_123,Gemma-12B,ch2,question,26,0.0296
pareto_12b_base/seed_123,Gemma-12B,ch2,commitment,30,0.0341
pareto_12b_base/seed_123,Gemma-12B,ch2,directive,1,0.0011
pareto_12b_base/seed_123,Gemma-12B,?,status_report,22,0.1158
pareto_12b_base/seed_123,Gemma-12B,?,question,1,0.0053
pareto_12b_base/seed_123,Gemma-12B,?,commitment,1,0.0053
pareto_12b_base/seed_123,Gemma-12B,ch3,status_report,328,0.3877
pareto_12b_base/seed_123,Gemma-12B,ch3,commitment,11,0.013
pareto_12b_base/seed_123,Gemma-12B,ch3,request,14,0.0165
pareto_12b_base/seed_123,Gemma-12B,ch3,question,3,0.0035
pareto_12b_base/seed_123,Gemma-12B,ch4,status_report,229,0.291
pareto_12b_base/seed_123,Gemma-12B,ch4,commitment,32,0.0407
pareto_12b_base/seed_123,Gemma-12B,ch4,question,6,0.0076
pareto_12b_base/seed_123,Gemma-12B,ch4,acknowledgment,3,0.0038
pareto_12b_base/seed_123,Gemma-12B,ch5,status_report,101,0.1387
pareto_12b_base/seed_123,Gemma-12B,ch5,commitment,22,0.0302
pareto_12b_base/seed_123,Gemma-12B,ch5,request,2,0.0027
pareto_12b_base/seed_123,Gemma-12B,ch5,question,6,0.0082
pareto_12b_base/seed_42,Gemma-12B,ch1,status_report,304,0.3707
pareto_12b_base/seed_42,Gemma-12B,ch1,commitment,26,0.0317
pareto_12b_base/seed_42,Gemma-12B,ch1,request,1,0.0012
pareto_12b_base/seed_42,Gemma-12B,ch2,commitment,24,0.0322
pareto_12b_base/seed_42,Gemma-12B,ch2,request,11,0.0147
pareto_12b_base/seed_42,Gemma-12B,ch2,question,15,0.0201
