run,label,chamber,category,n,frac
new_exp_0_gemma_base/seed_1213,Gemma-E4B,ch2,question,22,0.0233
new_exp_0_gemma_base/seed_1213,Gemma-E4B,ch2,request,17,0.018
new_exp_0_gemma_base/seed_1213,Gemma-E4B,ch2,acknowledgment,3,0.0032
new_exp_0_gemma_base/seed_1213,Gemma-E4B,?,status_report,126,0.361
new_exp_0_gemma_base/seed_1213,Gemma-E4B,?,commitment,7,0.0201
new_exp_0_gemma_base/seed_1213,Gemma-E4B,?,directive,11,0.0315
new_exp_0_gemma_base/seed_1213,Gemma-E4B,?,question,4,0.0115
new_exp_0_gemma_base/seed_1213,Gemma-E4B,?,acknowledgment,3,0.0086
new_exp_0_gemma_base/seed_1213,Gemma-E4B,?,request,5,0.0143
new_exp_0_gemma_base/seed_1213,Gemma-E4B,ch3,directive,45,0.0504
new_exp_0_gemma_base/seed_1213,Gemma-E4B,ch3,status_report,214,0.2399
new_exp_0_gemma_base/seed_1213,Gemma-E4B,ch3,commitment,36,0.0404
new_exp_0_gemma_base/seed_1213,Gemma-E4B,ch3,request,24,0.0269
new_exp_0_gemma_base/seed_1213,Gemma-E4B,ch3,question,71,0.0796
new_exp_0_gemma_base/seed_1213,Gemma-E4B,ch3,acknowledgment,2,0.0022
new_exp_0_gemma_base/seed_1213,Gemma-E4B,ch4,commitment,34,0.0466
new_exp_0_gemma_base/seed_1213,Gemma-E4B,ch4,status_report,257,0.3525
new_exp_0_gemma_base/seed_1213,Gemma-E4B,ch4,question,16,0.0219
new_exp_0_gemma_base/seed_1213,Gemma-E4B,ch4,request,24,0.0329
new_exp_0_gemma_base/seed_1213,Gemma-E4B,ch4,directive,28,0.0384
new_exp_0_gemma_base/seed_1213,Gemma-E4B,ch4,acknowledgment,3,0.0041
new_exp_0_gemma_base/seed_1213,Gemma-E4B,ch5,status_report,30,0.219
new_exp_0_gemma_base/seed_1213,Gemma-E4B,ch5,commitment,7,0.0511
new_exp_0_gemma_base/seed_1213,Gemma-E4B,ch5,request,3,0.0219
new_exp_0_gemma_base/seed_1213,Gemma-E4B,ch5,question,4,0.0292
new_exp_0_gemma_base/seed_123,Gemma-E4B,ch1,commitment,29,0.0557
new_exp_0_gemma_base/seed_123,Gemma-E4B,ch1,status_report,165,0.3167
new_exp_0_gemma_base/seed_123,Gemma-E4B,ch1,acknowledgment,2,0.0038
new_exp_0_gemma_base/seed_123,Gemma-E4B,ch1,request,2,0.0038
new_exp_0_gemma_base/seed_123,Gemma-E4B,ch1,directive,14,0.0269
new_exp_0_gemma_base/seed_123,Gemma-E4B,ch1,question,4,0.0077
new_exp_0_gemma_base/seed_123,Gemma-E4B,?,status_report,153,0.3326
new_exp_0_gemma_base/seed_123,Gemma-E4B,?,question,13,0.0283
new_exp_0_gemma_base/seed_123,Gemma-E4B,?,commitment,18,0.0391
new_exp_0_gemma_base/seed_123,Gemma-E4B,?,request,9,0.0196
new_exp_0_gemma_base/seed_123,Gemma-E4B,?,directive,13,0.0283
new_exp_0_gemma_base/seed_123,Gemma-E4B,ch2,status_report,398,0.3891
new_exp_0_gemma_base/seed_123,Gemma-E4B,ch2,commitment,22,0.0215
new_exp_0_gemma_base/seed_123,Gemma-E4B,ch2,question,28,0.0274
new_exp_0_gemma_base/seed_123,Gemma-E4B,ch2,request,24,0.0235
new_exp_0_gemma_base/seed_123,Gemma-E4B,ch2,acknowledgment,4,0.0039
new_exp_0_gemma_base/seed_123,Gemma-E4B,ch2,directive,13,0.0127
new_exp_0_gemma_base/seed_123,Gemma-E4B,ch3,status_report,298,0.3307
new_exp_0_gemma_base/seed_123,Gemma-E4B,ch3,request,52,0.0577
new_exp_0_gemma_base/seed_123,Gemma-E4B,ch3,commitment,29,0.0322
new_exp_0_gemma_base/seed_123,Gemma-E4B,ch3,question,113,0.1254
new_exp_0_gemma_base/seed_123,Gemma-E4B,ch3,directive,21,0.0233
new_exp_0_gemma_base/seed_123,Gemma-E4B,ch3,acknowledgment,3,0.0033
new_exp_0_gemma_base/seed_123,Gemma-E4B,ch4,status_report,297,0.3944
new_exp_0_gemma_base/seed_123,Gemma-E4B,ch4,question,16,0.0212
new_exp_0_gemma_base/seed_123,Gemma-E4B,ch4,request,23,0.0305
new_exp_0_gemma_base/seed_123,Gemma-E4B,ch4,commitment,26,0.0345
new_exp_0_gemma_base/seed_123,Gemma-E4B,ch4,directive,14,0.0186
new_exp_0_gemma_base/seed_123,Gemma-E4B,ch5,status_report,147,0.195
new_exp_0_gemma_base/seed_123,Gemma-E4B,ch5,commitment,23,0.0305
new_exp_0_gemma_base/seed_123,Gemma-E4B,ch5,request,15,0.0199
new_exp_0_gemma_base/seed_123,Gemma-E4B,ch5,question,11,0.0146
new_exp_0_gemma_base/seed_123,Gemma-E4B,ch5,acknowledgment,4,0.0053
new_exp_0_gemma_base/seed_42,Gemma-E4B,ch1,commitment,49,0.0587
new_exp_0_gemma_base/seed_42,Gemma-E4B,ch1,status_report,335,0.4012
new_exp_0_gemma_base/seed_42,Gemma-E4B,ch1,directive,27,0.0323
new_exp_0_gemma_base/seed_42,Gemma-E4B,ch1,question,3,0.0036
new_exp_0_gemma_base/seed_42,Gemma-E4B,ch1,acknowledgment,2,0.0024
new_exp_0_gemma_base/seed_42,Gemma-E4B,ch1,request,2,0.0024
new_exp_0_gemma_base/seed_42,Gemma-E4B,ch2,status_report,267,0.3663
new_exp_0_gemma_base/seed_42,Gemma-E4B,ch2,request,17,0.0233
new_exp_0_gemma_base/seed_42,Gemma-E4B,ch2,commitment,14,0.0192
new_exp_0_gemma_base/seed_42,Gemma-E4B,ch2,directive,6,0.0082
new_exp_0_gemma_base/seed_42,Gemma-E4B,ch2,question,19,0.0261
new_exp_0_gemma_base/seed_42,Gemma-E4B,ch2,acknowledgment,4,0.0055
new_exp_0_gemma_base/seed_42,Gemma-E4B,?,status_report,108,0.2293
new_exp_0_gemma_base/seed_42,Gemma-E4B,?,request,4,0.0085
new_exp_0_gemma_base/seed_42,Gemma-E4B,?,commitment,20,0.0425
new_exp_0_gemma_base/seed_42,Gemma-E4B,?,directive,11,0.0234
new_exp_0_gemma_base/seed_42,Gemma-E4B,?,question,3,0.0064
new_exp_0_gemma_base/seed_42,Gemma-E4B,?,acknowledgment,1,0.0021
new_exp_0_gemma_base/seed_42,Gemma-E4B,ch3,status_report,320,0.3612
new_exp_0_gemma_base/seed_42,Gemma-E4B,ch3,commitment,16,0.0181
new_exp_0_gemma_base/seed_42,Gemma-E4B,ch3,question,47,0.053
new_exp_0_gemma_base/seed_42,Gemma-E4B,ch3,request,31,0.035
new_exp_0_gemma_base/seed_42,Gemma-E4B,ch3,directive,12,0.0135
new_exp_0_gemma_base/seed_42,Gemma-E4B,ch3,acknowledgment,4,0.0045
new_exp_0_gemma_base/seed_42,Gemma-E4B,ch4,question,10,0.0152
new_exp_0_gemma_base/seed_42,Gemma-E4B,ch4,status_report,264,0.4012
new_exp_0_gemma_base/seed_42,Gemma-E4B,ch4,commitment,30,0.0456
new_exp_0_gemma_base/seed_42,Gemma-E4B,ch4,request,13,0.0198
new_exp_0_gemma_base/seed_42,Gemma-E4B,ch4,acknowledgment,4,0.0061
new_exp_0_gemma_base/seed_42,Gemma-E4B,ch4,directive,3,0.0046
new_exp_0_gemma_base/seed_42,Gemma-E4B,ch5,acknowledgment,2,0.018
new_exp_0_gemma_base/seed_42,Gemma-E4B,ch5,request,2,0.018
new_exp_0_gemma_base/seed_42,Gemma-E4B,ch5,status_report,34,0.3063
new_exp_0_gemma_base/seed_42,Gemma-E4B,ch5,question,2,0.018
new_exp_0_gemma_base/seed_42,Gemma-E4B,ch5,directive,2,0.018
new_exp_0_gemma_base/seed_42,Gemma-E4B,ch5,commitment,3,0.027
new_exp_0_gemma_base/seed_456,Gemma-E4B,ch1,status_report,296,0.3766
new_exp_0_gemma_base/seed_456,Gemma-E4B,ch1,commitment,35,0.0445
new_exp_0_gemma_base/seed_456,Gemma-E4B,ch1,directive,13,0.0165
new_exp_0_gemma_base/seed_456,Gemma-E4B,ch1,acknowledgment,2,0.0025
new_exp_0_gemma_base/seed_456,Gemma-E4B,ch1,request,5,0.0064
new_exp_0_gemma_base/seed_456,Gemma-E4B,ch1,question,6,0.0076
new_exp_0_gemma_base/seed_456,Gemma-E4B,?,commitment,17,0.0337
new_exp_0_gemma_base/seed_456,Gemma-E4B,?,status_report,151,0.2996
new_exp_0_gemma_base/seed_456,Gemma-E4B,?,acknowledgment,2,0.004
new_exp_0_gemma_base/seed_456,Gemma-E4B,?,directive,16,0.0317
new_exp_0_gemma_base/seed_456,Gemma-E4B,?,request,11,0.0218
new_exp_0_gemma_base/seed_456,Gemma-E4B,?,question,15,0.0298
new_exp_0_gemma_base/seed_456,Gemma-E4B,ch2,status_report,280,0.3723
new_exp_0_gemma_base/seed_456,Gemma-E4B,ch2,commitment,26,0.0346
new_exp_0_gemma_base/seed_456,Gemma-E4B,ch2,question,18,0.0239
new_exp_0_gemma_base/seed_456,Gemma-E4B,ch2,request,21,0.0279
new_exp_0_gemma_base/seed_456,Gemma-E4B,ch2,directive,10,0.0133
new_exp_0_gemma_base/seed_456,Gemma-E4B,ch2,acknowledgment,2,0.0027
new_exp_0_gemma_base/seed_456,Gemma-E4B,ch3,request,65,0.0663
new_exp_0_gemma_base/seed_456,Gemma-E4B,ch3,status_report,252,0.2571
new_exp_0_gemma_base/seed_456,Gemma-E4B,ch3,commitment,32,0.0327
new_exp_0_gemma_base/seed_456,Gemma-E4B,ch3,question,111,0.1133
new_exp_0_gemma_base/seed_456,Gemma-E4B,ch3,directive,24,0.0245
new_exp_0_gemma_base/seed_456,Gemma-E4B,ch4,directive,2,0.0031
new_exp_0_gemma_base/seed_456,Gemma-E4B,ch4,status_report,321,0.5016
new_exp_0_gemma_base/seed_456,Gemma-E4B,ch4,commitment,37,0.0578
new_exp_0_gemma_base/seed_456,Gemma-E4B,ch4,request,10,0.0156
new_exp_0_gemma_base/seed_456,Gemma-E4B,ch4,question,11,0.0172
new_exp_0_gemma_base/seed_456,Gemma-E4B,ch4,acknowledgment,2,0.0031
new_exp_0_gemma_base/seed_456,Gemma-E4B,ch5,status_report,72,0.2647
new_exp_0_gemma_base/seed_456,Gemma-E4B,ch5,request,12,0.0441
new_exp_0_gemma_base/seed_456,Gemma-E4B,ch5,question,11,0.0404
new_exp_0_gemma_base/seed_456,Gemma-E4B,ch5,commitment,16,0.0588
new_exp_0_gemma_base/seed_456,Gemma-E4B,ch5,acknowledgment,4,0.0147
new_exp_0_gemma_base/seed_456,Gemma-E4B,ch5,directive,1,0.0037
new_exp_0_gemma_base/seed_789,Gemma-E4B,ch1,status_report,259,0.406
new_exp_0_gemma_base/seed_789,Gemma-E4B,ch1,commitment,42,0.0658
new_exp_0_gemma_base/seed_789,Gemma-E4B,ch1,directive,11,0.0172
new_exp_0_gemma_base/seed_789,Gemma-E4B,ch1,acknowledgment,1,0.0016
new_exp_0_gemma_base/seed_789,Gemma-E4B,ch1,question,3,0.0047
new_exp_0_gemma_base/seed_789,Gemma-E4B,?,status_report,129,0.2899
new_exp_0_gemma_base/seed_789,Gemma-E4B,?,question,15,0.0337
new_exp_0_gemma_base/seed_789,Gemma-E4B,?,directive,3,0.0067
new_exp_0_gemma_base/seed_789,Gemma-E4B,?,commitment,24,0.0539
new_exp_0_gemma_base/seed_789,Gemma-E4B,?,request,4,0.009
new_exp_0_gemma_base/seed_789,Gemma-E4B,?,acknowledgment,2,0.0045
new_exp_0_gemma_base/seed_789,Gemma-E4B,ch2,status_report,407,0.4344
new_exp_0_gemma_base/seed_789,Gemma-E4B,ch2,request,26,0.0277
new_exp_0_gemma_base/seed_789,Gemma-E4B,ch2,question,36,0.0384
new_exp_0_gemma_base/seed_789,Gemma-E4B,ch2,directive,10,0.0107
new_exp_0_gemma_base/seed_789,Gemma-E4B,ch2,commitment,29,0.0309
new_exp_0_gemma_base/seed_789,Gemma-E4B,ch2,acknowledgment,3,0.0032
new_exp_0_gemma_base/seed_789,Gemma-E4B,ch3,status_report,246,0.2777
new_exp_0_gemma_base/seed_789,Gemma-E4B,ch3,request,59,0.0666
new_exp_0_gemma_base/seed_789,Gemma-E4B,ch3,question,106,0.1196
new_exp_0_gemma_base/seed_789,Gemma-E4B,ch3,directive,27,0.0305
new_exp_0_gemma_base/seed_789,Gemma-E4B,ch3,commitment,28,0.0316
new_exp_0_gemma_base/seed_789,Gemma-E4B,ch3,acknowledgment,1,0.0011
new_exp_0_gemma_base/seed_789,Gemma-E4B,ch4,status_report,263,0.3885
new_exp_0_gemma_base/seed_789,Gemma-E4B,ch4,request,15,0.0222
new_exp_0_gemma_base/seed_789,Gemma-E4B,ch4,commitment,35,0.0517
new_exp_0_gemma_base/seed_789,Gemma-E4B,ch4,question,13,0.0192
new_exp_0_gemma_base/seed_789,Gemma-E4B,ch4,directive,6,0.0089
new_exp_0_gemma_base/seed_789,Gemma-E4B,ch4,acknowledgment,1,0.0015
new_exp_0_gemma_base/seed_789,Gemma-E4B,ch5,commitment,5,0.0658
new_exp_0_gemma_base/seed_789,Gemma-E4B,ch5,status_report,20,0.2632
new_exp_0_gemma_base/seed_789,Gemma-E4B,ch5,question,2,0.0263
new_exp_0_gemma_hebbian/seed_1011,Gemma-E4B+Heb,ch1,status_report,196,0.335
new_exp_0_gemma_hebbian/seed_1011,Gemma-E4B+Heb,ch1,commitment,20,0.0342
new_exp_0_gemma_hebbian/seed_1011,Gemma-E4B+Heb,ch1,acknowledgment,2,0.0034
new_exp_0_gemma_hebbian/seed_1011,Gemma-E4B+Heb,ch1,question,5,0.0085
new_exp_0_gemma_hebbian/seed_1011,Gemma-E4B+Heb,ch1,request,6,0.0103
new_exp_0_gemma_hebbian/seed_1011,Gemma-E4B+Heb,ch1,directive,5,0.0085
new_exp_0_gemma_hebbian/seed_1011,Gemma-E4B+Heb,?,status_report,96,0.256
new_exp_0_gemma_hebbian/seed_1011,Gemma-E4B+Heb,?,question,6,0.016
new_exp_0_gemma_hebbian/seed_1011,Gemma-E4B+Heb,?,commitment,18,0.048
new_exp_0_gemma_hebbian/seed_1011,Gemma-E4B+Heb,?,acknowledgment,1,0.0027
new_exp_0_gemma_hebbian/seed_1011,Gemma-E4B+Heb,?,request,4,0.0107
new_exp_0_gemma_hebbian/seed_1011,Gemma-E4B+Heb,?,directive,8,0.0213
new_exp_0_gemma_hebbian/seed_1011,Gemma-E4B+Heb,ch2,commitment,41,0.0414
new_exp_0_gemma_hebbian/seed_1011,Gemma-E4B+Heb,ch2,status_report,405,0.4087
new_exp_0_gemma_hebbian/seed_1011,Gemma-E4B+Heb,ch2,acknowledgment,2,0.002
new_exp_0_gemma_hebbian/seed_1011,Gemma-E4B+Heb,ch2,request,16,0.0161
new_exp_0_gemma_hebbian/seed_1011,Gemma-E4B+Heb,ch2,question,19,0.0192
new_exp_0_gemma_hebbian/seed_1011,Gemma-E4B+Heb,ch2,directive,11,0.0111
new_exp_0_gemma_hebbian/seed_1011,Gemma-E4B+Heb,ch3,status_report,312,0.3521
new_exp_0_gemma_hebbian/seed_1011,Gemma-E4B+Heb,ch3,question,61,0.0688
new_exp_0_gemma_hebbian/seed_1011,Gemma-E4B+Heb,ch3,commitment,34,0.0384
new_exp_0_gemma_hebbian/seed_1011,Gemma-E4B+Heb,ch3,directive,13,0.0147
new_exp_0_gemma_hebbian/seed_1011,Gemma-E4B+Heb,ch3,request,9,0.0102
new_exp_0_gemma_hebbian/seed_1011,Gemma-E4B+Heb,ch3,acknowledgment,1,0.0011
new_exp_0_gemma_hebbian/seed_1011,Gemma-E4B+Heb,ch4,status_report,244,0.3271
new_exp_0_gemma_hebbian/seed_1011,Gemma-E4B+Heb,ch4,commitment,43,0.0576
new_exp_0_gemma_hebbian/seed_1011,Gemma-E4B+Heb,ch4,request,8,0.0107
new_exp_0_gemma_hebbian/seed_1011,Gemma-E4B+Heb,ch4,directive,7,0.0094
new_exp_0_gemma_hebbian/seed_1011,Gemma-E4B+Heb,ch4,question,4,0.0054
new_exp_0_gemma_hebbian/seed_1011,Gemma-E4B+Heb,ch4,acknowledgment,1,0.0013
new_exp_0_gemma_hebbian/seed_1011,Gemma-E4B+Heb,ch5,status_report,13,0.3824
new_exp_0_gemma_hebbian/seed_1011,Gemma-E4B+Heb,ch5,commitment,3,0.0882
new_exp_0_gemma_hebbian/seed_1011,Gemma-E4B+Heb,ch5,directive,1,0.0294
new_exp_0_gemma_hebbian/seed_1213,Gemma-E4B+Heb,ch1,status_report,191,0.3752
new_exp_0_gemma_hebbian/seed_1213,Gemma-E4B+Heb,ch1,commitment,21,0.0413
new_exp_0_gemma_hebbian/seed_1213,Gemma-E4B+Heb,ch1,request,4,0.0079
new_exp_0_gemma_hebbian/seed_1213,Gemma-E4B+Heb,ch1,question,3,0.0059
new_exp_0_gemma_hebbian/seed_1213,Gemma-E4B+Heb,ch1,directive,7,0.0138
new_exp_0_gemma_hebbian/seed_1213,Gemma-E4B+Heb,ch2,status_report,408,0.3942
new_exp_0_gemma_hebbian/seed_1213,Gemma-E4B+Heb,ch2,acknowledgment,4,0.0039
new_exp_0_gemma_hebbian/seed_1213,Gemma-E4B+Heb,ch2,commitment,38,0.0367
new_exp_0_gemma_hebbian/seed_1213,Gemma-E4B+Heb,ch2,request,30,0.029
new_exp_0_gemma_hebbian/seed_1213,Gemma-E4B+Heb,ch2,question,27,0.0261
new_exp_0_gemma_hebbian/seed_1213,Gemma-E4B+Heb,ch2,directive,8,0.0077
new_exp_0_gemma_hebbian/seed_1213,Gemma-E4B+Heb,?,directive,15,0.0336
new_exp_0_gemma_hebbian/seed_1213,Gemma-E4B+Heb,?,status_report,116,0.2601
new_exp_0_gemma_hebbian/seed_1213,Gemma-E4B+Heb,?,question,5,0.0112
new_exp_0_gemma_hebbian/seed_1213,Gemma-E4B+Heb,?,request,6,0.0135
new_exp_0_gemma_hebbian/seed_1213,Gemma-E4B+Heb,?,commitment,15,0.0336
new_exp_0_gemma_hebbian/seed_1213,Gemma-E4B+Heb,?,acknowledgment,1,0.0022
new_exp_0_gemma_hebbian/seed_1213,Gemma-E4B+Heb,ch3,status_report,287,0.321
new_exp_0_gemma_hebbian/seed_1213,Gemma-E4B+Heb,ch3,question,48,0.0537
new_exp_0_gemma_hebbian/seed_1213,Gemma-E4B+Heb,ch3,commitment,33,0.0369
new_exp_0_gemma_hebbian/seed_1213,Gemma-E4B+Heb,ch3,directive,13,0.0145
new_exp_0_gemma_hebbian/seed_1213,Gemma-E4B+Heb,ch3,request,12,0.0134
new_exp_0_gemma_hebbian/seed_1213,Gemma-E4B+Heb,ch3,acknowledgment,1,0.0011
new_exp_0_gemma_hebbian/seed_1213,Gemma-E4B+Heb,ch4,status_report,191,0.2717
new_exp_0_gemma_hebbian/seed_1213,Gemma-E4B+Heb,ch4,question,8,0.0114
new_exp_0_gemma_hebbian/seed_1213,Gemma-E4B+Heb,ch4,directive,13,0.0185
new_exp_0_gemma_hebbian/seed_1213,Gemma-E4B+Heb,ch4,commitment,38,0.0541
new_exp_0_gemma_hebbian/seed_1213,Gemma-E4B+Heb,ch4,request,13,0.0185
new_exp_0_gemma_hebbian/seed_1213,Gemma-E4B+Heb,ch4,acknowledgment,2,0.0028
new_exp_0_gemma_hebbian/seed_1213,Gemma-E4B+Heb,ch5,commitment,3,0.0526
new_exp_0_gemma_hebbian/seed_1213,Gemma-E4B+Heb,ch5,request,1,0.0175
new_exp_0_gemma_hebbian/seed_1213,Gemma-E4B+Heb,ch5,status_report,8,0.1404
new_exp_0_gemma_hebbian/seed_123,Gemma-E4B+Heb,ch1,status_report,194,0.3404
new_exp_0_gemma_hebbian/seed_123,Gemma-E4B+Heb,ch1,commitment,32,0.0561
new_exp_0_gemma_hebbian/seed_123,Gemma-E4B+Heb,ch1,question,1,0.0018
new_exp_0_gemma_hebbian/seed_123,Gemma-E4B+Heb,ch1,request,2,0.0035
new_exp_0_gemma_hebbian/seed_123,Gemma-E4B+Heb,ch1,directive,5,0.0088
new_exp_0_gemma_hebbian/seed_123,Gemma-E4B+Heb,ch1,acknowledgment,1,0.0018
new_exp_0_gemma_hebbian/seed_123,Gemma-E4B+Heb,?,status_report,150,0.2852
new_exp_0_gemma_hebbian/seed_123,Gemma-E4B+Heb,?,question,3,0.0057
new_exp_0_gemma_hebbian/seed_123,Gemma-E4B+Heb,?,directive,12,0.0228
new_exp_0_gemma_hebbian/seed_123,Gemma-E4B+Heb,?,commitment,18,0.0342
new_exp_0_gemma_hebbian/seed_123,Gemma-E4B+Heb,?,request,8,0.0152
new_exp_0_gemma_hebbian/seed_123,Gemma-E4B+Heb,?,acknowledgment,3,0.0057
new_exp_0_gemma_hebbian/seed_123,Gemma-E4B+Heb,ch2,status_report,362,0.3996
new_exp_0_gemma_hebbian/seed_123,Gemma-E4B+Heb,ch2,question,19,0.021
new_exp_0_gemma_hebbian/seed_123,Gemma-E4B+Heb,ch2,request,44,0.0486
new_exp_0_gemma_hebbian/seed_123,Gemma-E4B+Heb,ch2,commitment,36,0.0397
new_exp_0_gemma_hebbian/seed_123,Gemma-E4B+Heb,ch2,acknowledgment,3,0.0033
new_exp_0_gemma_hebbian/seed_123,Gemma-E4B+Heb,ch2,directive,8,0.0088
new_exp_0_gemma_hebbian/seed_123,Gemma-E4B+Heb,ch3,status_report,259,0.2913
new_exp_0_gemma_hebbian/seed_123,Gemma-E4B+Heb,ch3,request,13,0.0146
new_exp_0_gemma_hebbian/seed_123,Gemma-E4B+Heb,ch3,question,92,0.1035
new_exp_0_gemma_hebbian/seed_123,Gemma-E4B+Heb,ch3,commitment,34,0.0382
new_exp_0_gemma_hebbian/seed_123,Gemma-E4B+Heb,ch3,directive,15,0.0169
new_exp_0_gemma_hebbian/seed_123,Gemma-E4B+Heb,ch4,status_report,309,0.417
new_exp_0_gemma_hebbian/seed_123,Gemma-E4B+Heb,ch4,commitment,42,0.0567
new_exp_0_gemma_hebbian/seed_123,Gemma-E4B+Heb,ch4,acknowledgment,4,0.0054
new_exp_0_gemma_hebbian/seed_123,Gemma-E4B+Heb,ch4,request,36,0.0486
new_exp_0_gemma_hebbian/seed_123,Gemma-E4B+Heb,ch4,question,21,0.0283
new_exp_0_gemma_hebbian/seed_123,Gemma-E4B+Heb,ch4,directive,6,0.0081
new_exp_0_gemma_hebbian/seed_123,Gemma-E4B+Heb,ch5,status_report,187,0.2638
new_exp_0_gemma_hebbian/seed_123,Gemma-E4B+Heb,ch5,request,20,0.0282
new_exp_0_gemma_hebbian/seed_123,Gemma-E4B+Heb,ch5,commitment,33,0.0465
new_exp_0_gemma_hebbian/seed_123,Gemma-E4B+Heb,ch5,question,10,0.0141
new_exp_0_gemma_hebbian/seed_123,Gemma-E4B+Heb,ch5,directive,8,0.0113
new_exp_0_gemma_hebbian/seed_42,Gemma-E4B+Heb,ch1,status_report,235,0.3784
new_exp_0_gemma_hebbian/seed_42,Gemma-E4B+Heb,ch1,commitment,30,0.0483
new_exp_0_gemma_hebbian/seed_42,Gemma-E4B+Heb,ch1,question,3,0.0048
new_exp_0_gemma_hebbian/seed_42,Gemma-E4B+Heb,ch1,request,3,0.0048
new_exp_0_gemma_hebbian/seed_42,Gemma-E4B+Heb,ch1,directive,2,0.0032
new_exp_0_gemma_hebbian/seed_42,Gemma-E4B+Heb,ch1,acknowledgment,1,0.0016
new_exp_0_gemma_hebbian/seed_42,Gemma-E4B+Heb,?,status_report,114,0.2539
new_exp_0_gemma_hebbian/seed_42,Gemma-E4B+Heb,?,commitment,20,0.0445
new_exp_0_gemma_hebbian/seed_42,Gemma-E4B+Heb,?,question,1,0.0022
new_exp_0_gemma_hebbian/seed_42,Gemma-E4B+Heb,?,acknowledgment,3,0.0067
new_exp_0_gemma_hebbian/seed_42,Gemma-E4B+Heb,?,directive,7,0.0156
new_exp_0_gemma_hebbian/seed_42,Gemma-E4B+Heb,?,request,1,0.0022
new_exp_0_gemma_hebbian/seed_42,Gemma-E4B+Heb,ch2,acknowledgment,2,0.0021
new_exp_0_gemma_hebbian/seed_42,Gemma-E4B+Heb,ch2,status_report,337,0.3529
